                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
   59:   40:mulq    |  40:-       |  40:-       |  40:-       |  40:-       
   60:   44:-       |  40:mulq    |  40:-       |  40:-       |  40:-       
   61:   44:-       |  44:-       |  40:mulq    |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
   62:   44:-       |  44:-       |  44:-       |  40:mulq    |  40:-       
   63:   44:-       |  44:-       |  44:-       |  44:-       |  40:mulq    r0=0  
   64:   44:-       |  44:-       |  44:-       |  44:-       |  44:-       
   65:   44:-       |  44:-       |  44:-       |  44:-       |  44:-       
   66:   44:stq     |  44:-       |  44:-       |  44:-       |  44:-       
   67:   48:-       |  44:stq     |  44:-       |  44:-       |  44:-       
   68:   48:-       |  48:-       |  44:stq     |  44:-       |  44:-       
   69:   48:-       |  48:-       |  48:-       |  44:stq     |  44:-       BUS_STORE MEM[4128] = 0 accepted 1
   70:   48:-       |  48:-       |  48:-       |  48:-       |  44:stq     
   71:   48:mulq    |  48:-       |  48:-       |  48:-       |  48:-       
   72:   52:-       |  48:mulq    |  48:-       |  48:-       |  48:-       
   73:   52:-       |  52:-       |  48:mulq    |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 2
   74:   52:-       |  52:-       |  52:-       |  48:mulq    |  48:-       
   75:   52:-       |  52:-       |  52:-       |  52:-       |  48:mulq    r1=0  
   76:   52:-       |  52:-       |  52:-       |  52:-       |  52:-       
   77:   52:-       |  52:-       |  52:-       |  52:-       |  52:-       
   78:   52:stq     |  52:-       |  52:-       |  52:-       |  52:-       
   79:   56:-       |  52:stq     |  52:-       |  52:-       |  52:-       
   80:   56:-       |  56:-       |  52:stq     |  52:-       |  52:-       
   81:   56:-       |  56:-       |  56:-       |  52:stq     |  52:-       BUS_STORE MEM[4104] = 0 accepted 1
   82:   56:-       |  56:-       |  56:-       |  56:-       |  52:stq     
   83:   56:mulq    |  56:-       |  56:-       |  56:-       |  56:-       
   84:   60:-       |  56:mulq    |  56:-       |  56:-       |  56:-       
   85:   60:-       |  60:-       |  56:mulq    |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 2
   86:   60:-       |  60:-       |  60:-       |  56:mulq    |  56:-       
   87:   60:-       |  60:-       |  60:-       |  60:-       |  56:mulq    r2=0  
   88:   60:-       |  60:-       |  60:-       |  60:-       |  60:-       
   89:   60:-       |  60:-       |  60:-       |  60:-       |  60:-       
   90:   60:stq     |  60:-       |  60:-       |  60:-       |  60:-       
   91:   64:-       |  60:stq     |  60:-       |  60:-       |  60:-       
   92:   64:-       |  64:-       |  60:stq     |  60:-       |  60:-       
   93:   64:-       |  64:-       |  64:-       |  60:stq     |  60:-       BUS_STORE MEM[4104] = 0 accepted 1
   94:   64:-       |  64:-       |  64:-       |  64:-       |  60:stq     
   95:   64:mulq    |  64:-       |  64:-       |  64:-       |  64:-       
   96:   68:-       |  64:mulq    |  64:-       |  64:-       |  64:-       
   97:   68:-       |  68:-       |  64:mulq    |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 2
   98:   68:-       |  68:-       |  68:-       |  64:mulq    |  64:-       
   99:   68:-       |  68:-       |  68:-       |  68:-       |  64:mulq    r3=0  
  100:   68:-       |  68:-       |  68:-       |  68:-       |  68:-       
  101:   68:-       |  68:-       |  68:-       |  68:-       |  68:-       
  102:   68:stq     |  68:-       |  68:-       |  68:-       |  68:-       
  103:   72:-       |  68:stq     |  68:-       |  68:-       |  68:-       
  104:   72:-       |  72:-       |  68:stq     |  68:-       |  68:-       
  105:   72:-       |  72:-       |  72:-       |  68:stq     |  68:-       BUS_STORE MEM[4104] = 0 accepted 1
  106:   72:-       |  72:-       |  72:-       |  72:-       |  68:stq     
  107:   72:mulq    |  72:-       |  72:-       |  72:-       |  72:-       
  108:   76:-       |  72:mulq    |  72:-       |  72:-       |  72:-       
  109:   76:-       |  76:-       |  72:mulq    |  72:-       |  72:-       BUS_LOAD  MEM[72] accepted 2
  110:   76:-       |  76:-       |  76:-       |  72:mulq    |  72:-       
  111:   76:-       |  76:-       |  76:-       |  76:-       |  72:mulq    r4=0  
  112:   76:-       |  76:-       |  76:-       |  76:-       |  76:-       
  113:   76:-       |  76:-       |  76:-       |  76:-       |  76:-       
  114:   76:stq     |  76:-       |  76:-       |  76:-       |  76:-       
  115:   80:-       |  76:stq     |  76:-       |  76:-       |  76:-       
  116:   80:-       |  80:-       |  76:stq     |  76:-       |  76:-       
  117:   80:-       |  80:-       |  80:-       |  76:stq     |  76:-       BUS_STORE MEM[4120] = 0 accepted 1
  118:   80:-       |  80:-       |  80:-       |  80:-       |  76:stq     
  119:   80:mulq    |  80:-       |  80:-       |  80:-       |  80:-       
  120:   84:-       |  80:mulq    |  80:-       |  80:-       |  80:-       
  121:   84:-       |  84:-       |  80:mulq    |  80:-       |  80:-       BUS_LOAD  MEM[80] accepted 2
  122:   84:-       |  84:-       |  84:-       |  80:mulq    |  80:-       
  123:   84:-       |  84:-       |  84:-       |  84:-       |  80:mulq    r5=0  
  124:   84:-       |  84:-       |  84:-       |  84:-       |  84:-       
  125:   84:-       |  84:-       |  84:-       |  84:-       |  84:-       
  126:   84:stq     |  84:-       |  84:-       |  84:-       |  84:-       
  127:   88:-       |  84:stq     |  84:-       |  84:-       |  84:-       
  128:   88:-       |  88:-       |  84:stq     |  84:-       |  84:-       
  129:   88:-       |  88:-       |  88:-       |  84:stq     |  84:-       BUS_STORE MEM[4136] = 0 accepted 1
  130:   88:-       |  88:-       |  88:-       |  88:-       |  84:stq     
  131:   88:mulq    |  88:-       |  88:-       |  88:-       |  88:-       
  132:   92:-       |  88:mulq    |  88:-       |  88:-       |  88:-       
  133:   92:-       |  92:-       |  88:mulq    |  88:-       |  88:-       BUS_LOAD  MEM[88] accepted 2
  134:   92:-       |  92:-       |  92:-       |  88:mulq    |  88:-       
  135:   92:-       |  92:-       |  92:-       |  92:-       |  88:mulq    r6=0  
  136:   92:-       |  92:-       |  92:-       |  92:-       |  92:-       
  137:   92:-       |  92:-       |  92:-       |  92:-       |  92:-       
  138:   92:stq     |  92:-       |  92:-       |  92:-       |  92:-       
  139:   96:-       |  92:stq     |  92:-       |  92:-       |  92:-       
  140:   96:-       |  96:-       |  92:stq     |  92:-       |  92:-       
  141:   96:-       |  96:-       |  96:-       |  92:stq     |  92:-       BUS_STORE MEM[4152] = 0 accepted 1
  142:   96:-       |  96:-       |  96:-       |  96:-       |  92:stq     
  143:   96:mulq    |  96:-       |  96:-       |  96:-       |  96:-       
  144:  100:-       |  96:mulq    |  96:-       |  96:-       |  96:-       
  145:  100:-       | 100:-       |  96:mulq    |  96:-       |  96:-       BUS_LOAD  MEM[96] accepted 2
  146:  100:-       | 100:-       | 100:-       |  96:mulq    |  96:-       
  147:  100:-       | 100:-       | 100:-       | 100:-       |  96:mulq    r1=0  
  148:  100:-       | 100:-       | 100:-       | 100:-       | 100:-       
  149:  100:-       | 100:-       | 100:-       | 100:-       | 100:-       
  150:  100:stq     | 100:-       | 100:-       | 100:-       | 100:-       
  151:  104:-       | 100:stq     | 100:-       | 100:-       | 100:-       
  152:  104:-       | 104:-       | 100:stq     | 100:-       | 100:-       
  153:  104:-       | 104:-       | 104:-       | 100:stq     | 100:-       BUS_STORE MEM[4224] = 56 accepted 1
  154:  104:-       | 104:-       | 104:-       | 104:-       | 100:stq     
  155:  104:mulq    | 104:-       | 104:-       | 104:-       | 104:-       
  156:  108:-       | 104:mulq    | 104:-       | 104:-       | 104:-       
  157:  108:-       | 108:-       | 104:mulq    | 104:-       | 104:-       BUS_LOAD  MEM[104] accepted 2
  158:  108:-       | 108:-       | 108:-       | 104:mulq    | 104:-       
  159:  108:-       | 108:-       | 108:-       | 108:-       | 104:mulq    r8=3584  
  160:  108:-       | 108:-       | 108:-       | 108:-       | 108:-       
  161:  108:-       | 108:-       | 108:-       | 108:-       | 108:-       
  162:  108:stq     | 108:-       | 108:-       | 108:-       | 108:-       
  163:  112:-       | 108:stq     | 108:-       | 108:-       | 108:-       
  164:  112:-       | 112:-       | 108:stq     | 108:-       | 108:-       
  165:  112:-       | 112:-       | 112:-       | 108:stq     | 108:-       BUS_STORE MEM[4176] = 3584 accepted 1
  166:  112:-       | 112:-       | 112:-       | 112:-       | 108:stq     
  167:  112:stq     | 112:-       | 112:-       | 112:-       | 112:-       
  168:  116:-       | 112:stq     | 112:-       | 112:-       | 112:-       
  169:  116:-       | 116:-       | 112:stq     | 112:-       | 112:-       BUS_LOAD  MEM[112] accepted 2
  170:  116:-       | 116:-       | 116:-       | 112:stq     | 112:-       BUS_STORE MEM[4184] = 56 accepted 1
  171:  116:-       | 116:-       | 116:-       | 116:-       | 112:stq     
  172:  116:-       | 116:-       | 116:-       | 116:-       | 116:-       
  173:  116:-       | 116:-       | 116:-       | 116:-       | 116:-       
  174:  116:stq     | 116:-       | 116:-       | 116:-       | 116:-       
  175:  120:-       | 116:stq     | 116:-       | 116:-       | 116:-       
  176:  120:-       | 120:-       | 116:stq     | 116:-       | 116:-       
  177:  120:-       | 120:-       | 120:-       | 116:stq     | 116:-       BUS_STORE MEM[4200] = 0 accepted 1
  178:  120:-       | 120:-       | 120:-       | 120:-       | 116:stq     
  179:  120:stq     | 120:-       | 120:-       | 120:-       | 120:-       
  180:  124:-       | 120:stq     | 120:-       | 120:-       | 120:-       
  181:  124:-       | 124:-       | 120:stq     | 120:-       | 120:-       BUS_LOAD  MEM[120] accepted 2
  182:  124:-       | 124:-       | 124:-       | 120:stq     | 120:-       BUS_STORE MEM[4224] = 0 accepted 1
  183:  124:-       | 124:-       | 124:-       | 124:-       | 120:stq     
  184:  124:-       | 124:-       | 124:-       | 124:-       | 124:-       
  185:  124:-       | 124:-       | 124:-       | 124:-       | 124:-       
  186:  124:stq     | 124:-       | 124:-       | 124:-       | 124:-       
  187:  128:-       | 124:stq     | 124:-       | 124:-       | 124:-       
  188:  128:-       | 128:-       | 124:stq     | 124:-       | 124:-       
  189:  128:-       | 128:-       | 128:-       | 124:stq     | 124:-       BUS_STORE MEM[4152] = 0 accepted 1
  190:  128:-       | 128:-       | 128:-       | 128:-       | 124:stq     
  191:  128:stq     | 128:-       | 128:-       | 128:-       | 128:-       
  192:  132:-       | 128:stq     | 128:-       | 128:-       | 128:-       
  193:  132:-       | 132:-       | 128:stq     | 128:-       | 128:-       BUS_LOAD  MEM[128] accepted 2
  194:  132:-       | 132:-       | 132:-       | 128:stq     | 128:-       BUS_STORE MEM[4136] = 0 accepted 1
  195:  132:-       | 132:-       | 132:-       | 132:-       | 128:stq     
  196:  132:-       | 132:-       | 132:-       | 132:-       | 132:-       
  197:  132:-       | 132:-       | 132:-       | 132:-       | 132:-       
  198:  132:stq     | 132:-       | 132:-       | 132:-       | 132:-       
  199:  136:-       | 132:stq     | 132:-       | 132:-       | 132:-       
  200:  136:-       | 136:-       | 132:stq     | 132:-       | 132:-       
  201:  136:-       | 136:-       | 136:-       | 132:stq     | 132:-       BUS_STORE MEM[4120] = 0 accepted 1
  202:  136:-       | 136:-       | 136:-       | 136:-       | 132:stq     
  203:  136:stq     | 136:-       | 136:-       | 136:-       | 136:-       
  204:  140:-       | 136:stq     | 136:-       | 136:-       | 136:-       
  205:  140:-       | 140:-       | 136:stq     | 136:-       | 136:-       BUS_LOAD  MEM[136] accepted 2
  206:  140:-       | 140:-       | 140:-       | 136:stq     | 136:-       BUS_STORE MEM[4104] = 0 accepted 1
  207:  140:-       | 140:-       | 140:-       | 140:-       | 136:stq     
  208:  140:-       | 140:-       | 140:-       | 140:-       | 140:-       
  209:  140:-       | 140:-       | 140:-       | 140:-       | 140:-       
  210:  140:stq     | 140:-       | 140:-       | 140:-       | 140:-       
  211:  144:-       | 140:stq     | 140:-       | 140:-       | 140:-       
  212:  144:-       | 144:-       | 140:stq     | 140:-       | 140:-       
  213:  144:-       | 144:-       | 144:-       | 140:stq     | 140:-       BUS_STORE MEM[8280] = 3584 accepted 1
  214:  144:-       | 144:-       | 144:-       | 144:-       | 140:stq     
  215:  144:stq     | 144:-       | 144:-       | 144:-       | 144:-       
  216:  148:-       | 144:stq     | 144:-       | 144:-       | 144:-       
  217:  148:-       | 148:-       | 144:stq     | 144:-       | 144:-       BUS_LOAD  MEM[144] accepted 2
  218:  148:-       | 148:-       | 148:-       | 144:stq     | 144:-       BUS_STORE MEM[8280] = 3584 accepted 1
  219:  148:-       | 148:-       | 148:-       | 148:-       | 144:stq     
  220:  148:-       | 148:-       | 148:-       | 148:-       | 148:-       
  221:  148:-       | 148:-       | 148:-       | 148:-       | 148:-       
  222:  148:stq     | 148:-       | 148:-       | 148:-       | 148:-       
  223:  152:-       | 148:stq     | 148:-       | 148:-       | 148:-       
  224:  152:-       | 152:-       | 148:stq     | 148:-       | 148:-       
  225:  152:-       | 152:-       | 152:-       | 148:stq     | 148:-       BUS_STORE MEM[8280] = 3584 accepted 1
  226:  152:-       | 152:-       | 152:-       | 152:-       | 148:stq     
  227:  152:stq     | 152:-       | 152:-       | 152:-       | 152:-       
  228:  156:-       | 152:stq     | 152:-       | 152:-       | 152:-       
  229:  156:-       | 156:-       | 152:stq     | 152:-       | 152:-       BUS_LOAD  MEM[152] accepted 2
  230:  156:-       | 156:-       | 156:-       | 152:stq     | 152:-       BUS_STORE MEM[8280] = 3584 accepted 1
  231:  156:-       | 156:-       | 156:-       | 156:-       | 152:stq     
  232:  156:-       | 156:-       | 156:-       | 156:-       | 156:-       
  233:  156:-       | 156:-       | 156:-       | 156:-       | 156:-       
  234:  156:stq     | 156:-       | 156:-       | 156:-       | 156:-       
  235:  160:-       | 156:stq     | 156:-       | 156:-       | 156:-       
  236:  160:-       | 160:-       | 156:stq     | 156:-       | 156:-       
  237:  160:-       | 160:-       | 160:-       | 156:stq     | 156:-       BUS_STORE MEM[8280] = 3584 accepted 1
  238:  160:-       | 160:-       | 160:-       | 160:-       | 156:stq     
  239:  160:stq     | 160:-       | 160:-       | 160:-       | 160:-       
  240:  164:-       | 160:stq     | 160:-       | 160:-       | 160:-       
  241:  164:-       | 164:-       | 160:stq     | 160:-       | 160:-       BUS_LOAD  MEM[160] accepted 2
  242:  164:-       | 164:-       | 164:-       | 160:stq     | 160:-       BUS_STORE MEM[8280] = 3584 accepted 1
  243:  164:-       | 164:-       | 164:-       | 164:-       | 160:stq     
  244:  164:-       | 164:-       | 164:-       | 164:-       | 164:-       
  245:  164:-       | 164:-       | 164:-       | 164:-       | 164:-       
  246:  164:stq     | 164:-       | 164:-       | 164:-       | 164:-       
  247:  168:-       | 164:stq     | 164:-       | 164:-       | 164:-       
  248:  168:-       | 168:-       | 164:stq     | 164:-       | 164:-       
  249:  168:-       | 168:-       | 168:-       | 164:stq     | 164:-       BUS_STORE MEM[8280] = 3584 accepted 1
  250:  168:-       | 168:-       | 168:-       | 168:-       | 164:stq     
  251:  168:stq     | 168:-       | 168:-       | 168:-       | 168:-       
  252:  172:-       | 168:stq     | 168:-       | 168:-       | 168:-       
  253:  172:-       | 172:-       | 168:stq     | 168:-       | 168:-       BUS_LOAD  MEM[168] accepted 2
  254:  172:-       | 172:-       | 172:-       | 168:stq     | 168:-       BUS_STORE MEM[8280] = 3584 accepted 1
  255:  172:-       | 172:-       | 172:-       | 172:-       | 168:stq     
  256:  172:-       | 172:-       | 172:-       | 172:-       | 172:-       
  257:  172:-       | 172:-       | 172:-       | 172:-       | 172:-       
  258:  172:stq     | 172:-       | 172:-       | 172:-       | 172:-       
  259:  176:-       | 172:stq     | 172:-       | 172:-       | 172:-       
  260:  176:-       | 176:-       | 172:stq     | 172:-       | 172:-       
  261:  176:-       | 176:-       | 176:-       | 172:stq     | 172:-       BUS_STORE MEM[8280] = 3584 accepted 1
  262:  176:-       | 176:-       | 176:-       | 176:-       | 172:stq     
  263:  176:stq     | 176:-       | 176:-       | 176:-       | 176:-       
  264:  180:-       | 176:stq     | 176:-       | 176:-       | 176:-       
  265:  180:-       | 180:-       | 176:stq     | 176:-       | 176:-       BUS_LOAD  MEM[176] accepted 2
  266:  180:-       | 180:-       | 180:-       | 176:stq     | 176:-       BUS_STORE MEM[8280] = 3584 accepted 1
  267:  180:-       | 180:-       | 180:-       | 180:-       | 176:stq     
  268:  180:-       | 180:-       | 180:-       | 180:-       | 180:-       
  269:  180:-       | 180:-       | 180:-       | 180:-       | 180:-       
  270:  180:halt    | 180:-       | 180:-       | 180:-       | 180:-       
  271:  184:-       | 180:halt    | 180:-       | 180:-       | 180:-       
  272:  184:-       | 184:-       | 180:halt    | 180:-       | 180:-       
  273:  184:-       | 184:-       | 184:-       | 180:halt    | 180:-       
  274:  184:-       | 184:-       | 184:-       | 184:-       | 180:halt    
