                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
   57:   36:-       |  36:-       |  36:-       |  36:-       |  36:-       
   58:   36:cmple   |  36:-       |  36:-       |  36:-       |  36:-       
   59:   40:-       |  36:cmple   |  36:-       |  36:-       |  36:-       
   60:   40:-       |  40:-       |  36:cmple   |  36:-       |  36:-       
   61:   40:-       |  40:-       |  40:-       |  36:cmple   |  36:-       
   62:   40:-       |  40:-       |  40:-       |  40:-       |  36:cmple   r4=1  
   63:   40:bne     |  40:-       |  40:-       |  40:-       |  40:-       
   64:   44:-       |  40:bne     |  40:-       |  40:-       |  40:-       
   65:   44:-       |  44:-       |  40:bne     |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
   66:   44:-       |  44:-       |  44:-       |  40:bne     |  40:-       
   67:   12:-       |  44:-       |  44:-       |  44:-       |  40:bne     
   68:   12:mulq    |  12:-       |  44:-       |  44:-       |  44:-       
   69:   16:-       |  12:mulq    |  12:-       |  44:-       |  44:-       
   70:   16:-       |  16:-       |  12:mulq    |  12:-       |  44:-       
   71:   16:-       |  16:-       |  16:-       |  12:mulq    |  12:-       
   72:   16:-       |  16:-       |  16:-       |  16:-       |  12:mulq    r2=10  
   73:   16:stq     |  16:-       |  16:-       |  16:-       |  16:-       
   74:   20:-       |  16:stq     |  16:-       |  16:-       |  16:-       
   75:   20:-       |  20:-       |  16:stq     |  16:-       |  16:-       
   76:   20:-       |  20:-       |  20:-       |  16:stq     |  16:-       BUS_STORE MEM[4104] = 10 accepted 1
   77:   20:-       |  20:-       |  20:-       |  20:-       |  16:stq     
   78:   20:ldq     |  20:-       |  20:-       |  20:-       |  20:-       
   79:   24:-       |  20:ldq     |  20:-       |  20:-       |  20:-       
   80:   24:-       |  24:-       |  20:ldq     |  20:-       |  20:-       
   81:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       BUS_LOAD  MEM[4104] accepted 1
   82:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
   83:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
   84:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
   85:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
   86:   24:-       |  24:-       |  24:-       |  24:-       |  20:ldq     r3=10  
   87:   24:stq     |  24:-       |  24:-       |  24:-       |  24:-       
   88:   28:-       |  24:stq     |  24:-       |  24:-       |  24:-       
   89:   28:-       |  28:-       |  24:stq     |  24:-       |  24:-       
   90:   28:-       |  28:-       |  28:-       |  24:stq     |  24:-       BUS_STORE MEM[4360] = 10 accepted 1
   91:   28:-       |  28:-       |  28:-       |  28:-       |  24:stq     
   92:   28:addq    |  28:-       |  28:-       |  28:-       |  28:-       
   93:   32:-       |  28:addq    |  28:-       |  28:-       |  28:-       
   94:   32:-       |  32:-       |  28:addq    |  28:-       |  28:-       
   95:   32:-       |  32:-       |  32:-       |  28:addq    |  28:-       
   96:   32:-       |  32:-       |  32:-       |  32:-       |  28:addq    r1=4112  
   97:   32:addq    |  32:-       |  32:-       |  32:-       |  32:-       
   98:   36:-       |  32:addq    |  32:-       |  32:-       |  32:-       
   99:   36:-       |  36:-       |  32:addq    |  32:-       |  32:-       
  100:   36:-       |  36:-       |  36:-       |  32:addq    |  32:-       
  101:   36:-       |  36:-       |  36:-       |  36:-       |  32:addq    r5=2  
  102:   36:cmple   |  36:-       |  36:-       |  36:-       |  36:-       
  103:   40:-       |  36:cmple   |  36:-       |  36:-       |  36:-       
  104:   40:-       |  40:-       |  36:cmple   |  36:-       |  36:-       
  105:   40:-       |  40:-       |  40:-       |  36:cmple   |  36:-       
  106:   40:-       |  40:-       |  40:-       |  40:-       |  36:cmple   r4=1  
  107:   40:bne     |  40:-       |  40:-       |  40:-       |  40:-       
  108:   44:-       |  40:bne     |  40:-       |  40:-       |  40:-       
  109:   44:-       |  44:-       |  40:bne     |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
  110:   44:-       |  44:-       |  44:-       |  40:bne     |  40:-       
  111:   12:-       |  44:-       |  44:-       |  44:-       |  40:bne     
  112:   12:mulq    |  12:-       |  44:-       |  44:-       |  44:-       
  113:   16:-       |  12:mulq    |  12:-       |  44:-       |  44:-       
  114:   16:-       |  16:-       |  12:mulq    |  12:-       |  44:-       
  115:   16:-       |  16:-       |  16:-       |  12:mulq    |  12:-       
  116:   16:-       |  16:-       |  16:-       |  16:-       |  12:mulq    r2=20  
  117:   16:stq     |  16:-       |  16:-       |  16:-       |  16:-       
  118:   20:-       |  16:stq     |  16:-       |  16:-       |  16:-       
  119:   20:-       |  20:-       |  16:stq     |  16:-       |  16:-       
  120:   20:-       |  20:-       |  20:-       |  16:stq     |  16:-       BUS_STORE MEM[4112] = 20 accepted 1
  121:   20:-       |  20:-       |  20:-       |  20:-       |  16:stq     
  122:   20:ldq     |  20:-       |  20:-       |  20:-       |  20:-       
  123:   24:-       |  20:ldq     |  20:-       |  20:-       |  20:-       
  124:   24:-       |  24:-       |  20:ldq     |  20:-       |  20:-       
  125:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       BUS_LOAD  MEM[4112] accepted 1
  126:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  127:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  128:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  129:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  130:   24:-       |  24:-       |  24:-       |  24:-       |  20:ldq     r3=20  
  131:   24:stq     |  24:-       |  24:-       |  24:-       |  24:-       
  132:   28:-       |  24:stq     |  24:-       |  24:-       |  24:-       
  133:   28:-       |  28:-       |  24:stq     |  24:-       |  24:-       
  134:   28:-       |  28:-       |  28:-       |  24:stq     |  24:-       BUS_STORE MEM[4368] = 20 accepted 1
  135:   28:-       |  28:-       |  28:-       |  28:-       |  24:stq     
  136:   28:addq    |  28:-       |  28:-       |  28:-       |  28:-       
  137:   32:-       |  28:addq    |  28:-       |  28:-       |  28:-       
  138:   32:-       |  32:-       |  28:addq    |  28:-       |  28:-       
  139:   32:-       |  32:-       |  32:-       |  28:addq    |  28:-       
  140:   32:-       |  32:-       |  32:-       |  32:-       |  28:addq    r1=4120  
  141:   32:addq    |  32:-       |  32:-       |  32:-       |  32:-       
  142:   36:-       |  32:addq    |  32:-       |  32:-       |  32:-       
  143:   36:-       |  36:-       |  32:addq    |  32:-       |  32:-       
  144:   36:-       |  36:-       |  36:-       |  32:addq    |  32:-       
  145:   36:-       |  36:-       |  36:-       |  36:-       |  32:addq    r5=3  
  146:   36:cmple   |  36:-       |  36:-       |  36:-       |  36:-       
  147:   40:-       |  36:cmple   |  36:-       |  36:-       |  36:-       
  148:   40:-       |  40:-       |  36:cmple   |  36:-       |  36:-       
  149:   40:-       |  40:-       |  40:-       |  36:cmple   |  36:-       
  150:   40:-       |  40:-       |  40:-       |  40:-       |  36:cmple   r4=1  
  151:   40:bne     |  40:-       |  40:-       |  40:-       |  40:-       
  152:   44:-       |  40:bne     |  40:-       |  40:-       |  40:-       
  153:   44:-       |  44:-       |  40:bne     |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
  154:   44:-       |  44:-       |  44:-       |  40:bne     |  40:-       
  155:   12:-       |  44:-       |  44:-       |  44:-       |  40:bne     
  156:   12:mulq    |  12:-       |  44:-       |  44:-       |  44:-       
  157:   16:-       |  12:mulq    |  12:-       |  44:-       |  44:-       
  158:   16:-       |  16:-       |  12:mulq    |  12:-       |  44:-       
  159:   16:-       |  16:-       |  16:-       |  12:mulq    |  12:-       
  160:   16:-       |  16:-       |  16:-       |  16:-       |  12:mulq    r2=30  
  161:   16:stq     |  16:-       |  16:-       |  16:-       |  16:-       
  162:   20:-       |  16:stq     |  16:-       |  16:-       |  16:-       
  163:   20:-       |  20:-       |  16:stq     |  16:-       |  16:-       
  164:   20:-       |  20:-       |  20:-       |  16:stq     |  16:-       BUS_STORE MEM[4120] = 30 accepted 1
  165:   20:-       |  20:-       |  20:-       |  20:-       |  16:stq     
  166:   20:ldq     |  20:-       |  20:-       |  20:-       |  20:-       
  167:   24:-       |  20:ldq     |  20:-       |  20:-       |  20:-       
  168:   24:-       |  24:-       |  20:ldq     |  20:-       |  20:-       
  169:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       BUS_LOAD  MEM[4120] accepted 1
  170:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  171:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  172:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  173:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  174:   24:-       |  24:-       |  24:-       |  24:-       |  20:ldq     r3=30  
  175:   24:stq     |  24:-       |  24:-       |  24:-       |  24:-       
  176:   28:-       |  24:stq     |  24:-       |  24:-       |  24:-       
  177:   28:-       |  28:-       |  24:stq     |  24:-       |  24:-       
  178:   28:-       |  28:-       |  28:-       |  24:stq     |  24:-       BUS_STORE MEM[4376] = 30 accepted 1
  179:   28:-       |  28:-       |  28:-       |  28:-       |  24:stq     
  180:   28:addq    |  28:-       |  28:-       |  28:-       |  28:-       
  181:   32:-       |  28:addq    |  28:-       |  28:-       |  28:-       
  182:   32:-       |  32:-       |  28:addq    |  28:-       |  28:-       
  183:   32:-       |  32:-       |  32:-       |  28:addq    |  28:-       
  184:   32:-       |  32:-       |  32:-       |  32:-       |  28:addq    r1=4128  
  185:   32:addq    |  32:-       |  32:-       |  32:-       |  32:-       
  186:   36:-       |  32:addq    |  32:-       |  32:-       |  32:-       
  187:   36:-       |  36:-       |  32:addq    |  32:-       |  32:-       
  188:   36:-       |  36:-       |  36:-       |  32:addq    |  32:-       
  189:   36:-       |  36:-       |  36:-       |  36:-       |  32:addq    r5=4  
  190:   36:cmple   |  36:-       |  36:-       |  36:-       |  36:-       
  191:   40:-       |  36:cmple   |  36:-       |  36:-       |  36:-       
  192:   40:-       |  40:-       |  36:cmple   |  36:-       |  36:-       
  193:   40:-       |  40:-       |  40:-       |  36:cmple   |  36:-       
  194:   40:-       |  40:-       |  40:-       |  40:-       |  36:cmple   r4=1  
  195:   40:bne     |  40:-       |  40:-       |  40:-       |  40:-       
  196:   44:-       |  40:bne     |  40:-       |  40:-       |  40:-       
  197:   44:-       |  44:-       |  40:bne     |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
  198:   44:-       |  44:-       |  44:-       |  40:bne     |  40:-       
  199:   12:-       |  44:-       |  44:-       |  44:-       |  40:bne     
  200:   12:mulq    |  12:-       |  44:-       |  44:-       |  44:-       
  201:   16:-       |  12:mulq    |  12:-       |  44:-       |  44:-       
  202:   16:-       |  16:-       |  12:mulq    |  12:-       |  44:-       
  203:   16:-       |  16:-       |  16:-       |  12:mulq    |  12:-       
  204:   16:-       |  16:-       |  16:-       |  16:-       |  12:mulq    r2=40  
  205:   16:stq     |  16:-       |  16:-       |  16:-       |  16:-       
  206:   20:-       |  16:stq     |  16:-       |  16:-       |  16:-       
  207:   20:-       |  20:-       |  16:stq     |  16:-       |  16:-       
  208:   20:-       |  20:-       |  20:-       |  16:stq     |  16:-       BUS_STORE MEM[4128] = 40 accepted 1
  209:   20:-       |  20:-       |  20:-       |  20:-       |  16:stq     
  210:   20:ldq     |  20:-       |  20:-       |  20:-       |  20:-       
  211:   24:-       |  20:ldq     |  20:-       |  20:-       |  20:-       
  212:   24:-       |  24:-       |  20:ldq     |  20:-       |  20:-       
  213:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       BUS_LOAD  MEM[4128] accepted 1
  214:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  215:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  216:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  217:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  218:   24:-       |  24:-       |  24:-       |  24:-       |  20:ldq     r3=40  
  219:   24:stq     |  24:-       |  24:-       |  24:-       |  24:-       
  220:   28:-       |  24:stq     |  24:-       |  24:-       |  24:-       
  221:   28:-       |  28:-       |  24:stq     |  24:-       |  24:-       
  222:   28:-       |  28:-       |  28:-       |  24:stq     |  24:-       BUS_STORE MEM[4384] = 40 accepted 1
  223:   28:-       |  28:-       |  28:-       |  28:-       |  24:stq     
  224:   28:addq    |  28:-       |  28:-       |  28:-       |  28:-       
  225:   32:-       |  28:addq    |  28:-       |  28:-       |  28:-       
  226:   32:-       |  32:-       |  28:addq    |  28:-       |  28:-       
  227:   32:-       |  32:-       |  32:-       |  28:addq    |  28:-       
  228:   32:-       |  32:-       |  32:-       |  32:-       |  28:addq    r1=4136  
  229:   32:addq    |  32:-       |  32:-       |  32:-       |  32:-       
  230:   36:-       |  32:addq    |  32:-       |  32:-       |  32:-       
  231:   36:-       |  36:-       |  32:addq    |  32:-       |  32:-       
  232:   36:-       |  36:-       |  36:-       |  32:addq    |  32:-       
  233:   36:-       |  36:-       |  36:-       |  36:-       |  32:addq    r5=5  
  234:   36:cmple   |  36:-       |  36:-       |  36:-       |  36:-       
  235:   40:-       |  36:cmple   |  36:-       |  36:-       |  36:-       
  236:   40:-       |  40:-       |  36:cmple   |  36:-       |  36:-       
  237:   40:-       |  40:-       |  40:-       |  36:cmple   |  36:-       
  238:   40:-       |  40:-       |  40:-       |  40:-       |  36:cmple   r4=1  
  239:   40:bne     |  40:-       |  40:-       |  40:-       |  40:-       
  240:   44:-       |  40:bne     |  40:-       |  40:-       |  40:-       
  241:   44:-       |  44:-       |  40:bne     |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
  242:   44:-       |  44:-       |  44:-       |  40:bne     |  40:-       
  243:   12:-       |  44:-       |  44:-       |  44:-       |  40:bne     
  244:   12:mulq    |  12:-       |  44:-       |  44:-       |  44:-       
  245:   16:-       |  12:mulq    |  12:-       |  44:-       |  44:-       
  246:   16:-       |  16:-       |  12:mulq    |  12:-       |  44:-       
  247:   16:-       |  16:-       |  16:-       |  12:mulq    |  12:-       
  248:   16:-       |  16:-       |  16:-       |  16:-       |  12:mulq    r2=50  
  249:   16:stq     |  16:-       |  16:-       |  16:-       |  16:-       
  250:   20:-       |  16:stq     |  16:-       |  16:-       |  16:-       
  251:   20:-       |  20:-       |  16:stq     |  16:-       |  16:-       
  252:   20:-       |  20:-       |  20:-       |  16:stq     |  16:-       BUS_STORE MEM[4136] = 50 accepted 1
  253:   20:-       |  20:-       |  20:-       |  20:-       |  16:stq     
  254:   20:ldq     |  20:-       |  20:-       |  20:-       |  20:-       
  255:   24:-       |  20:ldq     |  20:-       |  20:-       |  20:-       
  256:   24:-       |  24:-       |  20:ldq     |  20:-       |  20:-       
  257:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       BUS_LOAD  MEM[4136] accepted 1
  258:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  259:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  260:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  261:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  262:   24:-       |  24:-       |  24:-       |  24:-       |  20:ldq     r3=50  
  263:   24:stq     |  24:-       |  24:-       |  24:-       |  24:-       
  264:   28:-       |  24:stq     |  24:-       |  24:-       |  24:-       
  265:   28:-       |  28:-       |  24:stq     |  24:-       |  24:-       
  266:   28:-       |  28:-       |  28:-       |  24:stq     |  24:-       BUS_STORE MEM[4392] = 50 accepted 1
  267:   28:-       |  28:-       |  28:-       |  28:-       |  24:stq     
  268:   28:addq    |  28:-       |  28:-       |  28:-       |  28:-       
  269:   32:-       |  28:addq    |  28:-       |  28:-       |  28:-       
  270:   32:-       |  32:-       |  28:addq    |  28:-       |  28:-       
  271:   32:-       |  32:-       |  32:-       |  28:addq    |  28:-       
  272:   32:-       |  32:-       |  32:-       |  32:-       |  28:addq    r1=4144  
  273:   32:addq    |  32:-       |  32:-       |  32:-       |  32:-       
  274:   36:-       |  32:addq    |  32:-       |  32:-       |  32:-       
  275:   36:-       |  36:-       |  32:addq    |  32:-       |  32:-       
  276:   36:-       |  36:-       |  36:-       |  32:addq    |  32:-       
  277:   36:-       |  36:-       |  36:-       |  36:-       |  32:addq    r5=6  
  278:   36:cmple   |  36:-       |  36:-       |  36:-       |  36:-       
  279:   40:-       |  36:cmple   |  36:-       |  36:-       |  36:-       
  280:   40:-       |  40:-       |  36:cmple   |  36:-       |  36:-       
  281:   40:-       |  40:-       |  40:-       |  36:cmple   |  36:-       
  282:   40:-       |  40:-       |  40:-       |  40:-       |  36:cmple   r4=1  
  283:   40:bne     |  40:-       |  40:-       |  40:-       |  40:-       
  284:   44:-       |  40:bne     |  40:-       |  40:-       |  40:-       
  285:   44:-       |  44:-       |  40:bne     |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
  286:   44:-       |  44:-       |  44:-       |  40:bne     |  40:-       
  287:   12:-       |  44:-       |  44:-       |  44:-       |  40:bne     
  288:   12:mulq    |  12:-       |  44:-       |  44:-       |  44:-       
  289:   16:-       |  12:mulq    |  12:-       |  44:-       |  44:-       
  290:   16:-       |  16:-       |  12:mulq    |  12:-       |  44:-       
  291:   16:-       |  16:-       |  16:-       |  12:mulq    |  12:-       
  292:   16:-       |  16:-       |  16:-       |  16:-       |  12:mulq    r2=60  
  293:   16:stq     |  16:-       |  16:-       |  16:-       |  16:-       
  294:   20:-       |  16:stq     |  16:-       |  16:-       |  16:-       
  295:   20:-       |  20:-       |  16:stq     |  16:-       |  16:-       
  296:   20:-       |  20:-       |  20:-       |  16:stq     |  16:-       BUS_STORE MEM[4144] = 60 accepted 1
  297:   20:-       |  20:-       |  20:-       |  20:-       |  16:stq     
  298:   20:ldq     |  20:-       |  20:-       |  20:-       |  20:-       
  299:   24:-       |  20:ldq     |  20:-       |  20:-       |  20:-       
  300:   24:-       |  24:-       |  20:ldq     |  20:-       |  20:-       
  301:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       BUS_LOAD  MEM[4144] accepted 1
  302:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  303:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  304:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  305:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  306:   24:-       |  24:-       |  24:-       |  24:-       |  20:ldq     r3=60  
  307:   24:stq     |  24:-       |  24:-       |  24:-       |  24:-       
  308:   28:-       |  24:stq     |  24:-       |  24:-       |  24:-       
  309:   28:-       |  28:-       |  24:stq     |  24:-       |  24:-       
  310:   28:-       |  28:-       |  28:-       |  24:stq     |  24:-       BUS_STORE MEM[4400] = 60 accepted 1
  311:   28:-       |  28:-       |  28:-       |  28:-       |  24:stq     
  312:   28:addq    |  28:-       |  28:-       |  28:-       |  28:-       
  313:   32:-       |  28:addq    |  28:-       |  28:-       |  28:-       
  314:   32:-       |  32:-       |  28:addq    |  28:-       |  28:-       
  315:   32:-       |  32:-       |  32:-       |  28:addq    |  28:-       
  316:   32:-       |  32:-       |  32:-       |  32:-       |  28:addq    r1=4152  
  317:   32:addq    |  32:-       |  32:-       |  32:-       |  32:-       
  318:   36:-       |  32:addq    |  32:-       |  32:-       |  32:-       
  319:   36:-       |  36:-       |  32:addq    |  32:-       |  32:-       
  320:   36:-       |  36:-       |  36:-       |  32:addq    |  32:-       
  321:   36:-       |  36:-       |  36:-       |  36:-       |  32:addq    r5=7  
  322:   36:cmple   |  36:-       |  36:-       |  36:-       |  36:-       
  323:   40:-       |  36:cmple   |  36:-       |  36:-       |  36:-       
  324:   40:-       |  40:-       |  36:cmple   |  36:-       |  36:-       
  325:   40:-       |  40:-       |  40:-       |  36:cmple   |  36:-       
  326:   40:-       |  40:-       |  40:-       |  40:-       |  36:cmple   r4=1  
  327:   40:bne     |  40:-       |  40:-       |  40:-       |  40:-       
  328:   44:-       |  40:bne     |  40:-       |  40:-       |  40:-       
  329:   44:-       |  44:-       |  40:bne     |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
  330:   44:-       |  44:-       |  44:-       |  40:bne     |  40:-       
  331:   12:-       |  44:-       |  44:-       |  44:-       |  40:bne     
  332:   12:mulq    |  12:-       |  44:-       |  44:-       |  44:-       
  333:   16:-       |  12:mulq    |  12:-       |  44:-       |  44:-       
  334:   16:-       |  16:-       |  12:mulq    |  12:-       |  44:-       
  335:   16:-       |  16:-       |  16:-       |  12:mulq    |  12:-       
  336:   16:-       |  16:-       |  16:-       |  16:-       |  12:mulq    r2=70  
  337:   16:stq     |  16:-       |  16:-       |  16:-       |  16:-       
  338:   20:-       |  16:stq     |  16:-       |  16:-       |  16:-       
  339:   20:-       |  20:-       |  16:stq     |  16:-       |  16:-       
  340:   20:-       |  20:-       |  20:-       |  16:stq     |  16:-       BUS_STORE MEM[4152] = 70 accepted 1
  341:   20:-       |  20:-       |  20:-       |  20:-       |  16:stq     
  342:   20:ldq     |  20:-       |  20:-       |  20:-       |  20:-       
  343:   24:-       |  20:ldq     |  20:-       |  20:-       |  20:-       
  344:   24:-       |  24:-       |  20:ldq     |  20:-       |  20:-       
  345:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       BUS_LOAD  MEM[4152] accepted 1
  346:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  347:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  348:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  349:   24:-       |  24:-       |  24:-       |  20:ldq     |  20:-       
  350:   24:-       |  24:-       |  24:-       |  24:-       |  20:ldq     r3=70  
  351:   24:stq     |  24:-       |  24:-       |  24:-       |  24:-       
  352:   28:-       |  24:stq     |  24:-       |  24:-       |  24:-       
  353:   28:-       |  28:-       |  24:stq     |  24:-       |  24:-       
  354:   28:-       |  28:-       |  28:-       |  24:stq     |  24:-       BUS_STORE MEM[4408] = 70 accepted 1
  355:   28:-       |  28:-       |  28:-       |  28:-       |  24:stq     
  356:   28:addq    |  28:-       |  28:-       |  28:-       |  28:-       
  357:   32:-       |  28:addq    |  28:-       |  28:-       |  28:-       
  358:   32:-       |  32:-       |  28:addq    |  28:-       |  28:-       
  359:   32:-       |  32:-       |  32:-       |  28:addq    |  28:-       
  360:   32:-       |  32:-       |  32:-       |  32:-       |  28:addq    r1=4160  
  361:   32:addq    |  32:-       |  32:-       |  32:-       |  32:-       
  362:   36:-       |  32:addq    |  32:-       |  32:-       |  32:-       
  363:   36:-       |  36:-       |  32:addq    |  32:-       |  32:-       
  364:   36:-       |  36:-       |  36:-       |  32:addq    |  32:-       
  365:   36:-       |  36:-       |  36:-       |  36:-       |  32:addq    r5=8  
  366:   36:cmple   |  36:-       |  36:-       |  36:-       |  36:-       
  367:   40:-       |  36:cmple   |  36:-       |  36:-       |  36:-       
  368:   40:-       |  40:-       |  36:cmple   |  36:-       |  36:-       
  369:   40:-       |  40:-       |  40:-       |  36:cmple   |  36:-       
  370:   40:-       |  40:-       |  40:-       |  40:-       |  36:cmple   r4=1  
  371:   40:bne     |  40:-       |  40:-       |  40:-       |  40:-       
  372:   44:-       |  40:bne     |  40:-       |  40:-       |  40:-       
  373:   44:-       |  44:-       |  40:bne     |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
